segment_id,meal_slug,sure,ayet,class,cond_sart_flag,A0_ABL_score,T0_DAT_score,Pi0_static,D0_static,steps,B_final,T_final,Pi_final,D_final
mustafacavdar_s016_a112,mustafacavdar,16,112,ABL_dominant,0,1.000000,0.000000,1.000000,0,12,2.001436,0.000000,2.001436,1
mustafacavdar_s008_a053,mustafacavdar,8,53,ABL_dominant,0,1.000000,0.000000,1.000000,0,12,2.001436,0.000000,2.001436,1
mustafacavdar_s007_a096,mustafacavdar,7,96,conditional_only,1,0.000000,0.000000,-1.500000,0,12,0.000000,0.000000,-1.500000,0
mustafacavdar_s030_a041,mustafacavdar,30,41,ABL_dominant,0,1.000000,0.000000,1.000000,0,12,2.001436,0.000000,2.001436,1
omernasuhi_s002_a010,omernasuhi,2,10,unknown,0,0.000000,0.000000,0.000000,0,12,0.000000,0.000000,0.000000,0
omernasuhi_s016_a112,omernasuhi,16,112,ABL_dominant,0,1.000000,0.000000,1.000000,0,12,2.001436,0.000000,2.001436,1
omernasuhi_s008_a053,omernasuhi,8,53,unknown,0,0.000000,0.000000,0.000000,0,12,0.000000,0.000000,0.000000,0
omernasuhi_s007_a096,omernasuhi,7,96,ABL_dominant,1,1.000000,0.000000,-0.500000,0,12,2.001436,0.000000,0.501436,0
omernasuhi_s030_a041,omernasuhi,30,41,unknown,0,0.000000,0.000000,0.000000,0,12,0.000000,0.000000,0.000000,0
orhankuntman_s002_a010,orhankuntman,2,10,ABL_dominant,0,1.000000,0.000000,1.000000,0,12,2.001436,0.000000,2.001436,1
orhankuntman_s016_a112,orhankuntman,16,112,ABL_dominant,0,1.000000,0.000000,1.000000,0,12,2.001436,0.000000,2.001436,1
orhankuntman_s008_a053,orhankuntman,8,53,unknown,0,0.000000,0.000000,0.000000,0,12,0.000000,0.000000,0.000000,0
orhankuntman_s007_a096,orhankuntman,7,96,ABL_dominant,1,1.000000,0.000000,-0.500000,0,12,2.001436,0.000000,0.501436,0
orhankuntman_s030_a041,orhankuntman,30,41,ABL_dominant,0,1.000000,0.000000,1.000000,0,12,2.001436,0.000000,2.001436,1
sates_s002_a010,sates,2,10,ABL_dominant,0,1.000000,0.000000,1.000000,0,12,2.001436,0.000000,2.001436,1
sates_s016_a112,sates,16,112,ABL_dominant,0,1.000000,0.000000,1.000000,0,12,2.001436,0.000000,2.001436,1
sates_s008_a053,sates,8,53,unknown,0,0.000000,0.000000,0.000000,0,12,0.000000,0.000000,0.000000,0
sates_s007_a096,sates,7,96,ABL_dominant,0,1.000000,0.000000,1.000000,0,12,2.001436,0.000000,2.001436,1
sates_s030_a041,sates,30,41,ABL_dominant,0,1.000000,0.000000,1.000000,0,12,2.001436,0.000000,2.001436,1
satiralti_s002_a010,satiralti,2,10,unknown,0,0.000000,0.000000,0.000000,0,12,0.000000,0.000000,0.000000,0
satiralti_s016_a112,satiralti,16,112,ABL_dominant,0,1.000000,0.000000,1.000000,0,12,2.001436,0.000000,2.001436,1
satiralti_s008_a053,satiralti,8,53,ABL_dominant,1,1.000000,0.000000,-0.500000,0,12,2.001436,0.000000,0.501436,0
satiralti_s007_a096,satiralti,7,96,ABL_dominant,1,1.000000,0.000000,-0.500000,0,12,2.001436,0.000000,0.501436,0
satiralti_s030_a041,satiralti,30,41,unknown,0,0.000000,0.000000,0.000000,0,12,0.000000,0.000000,0.000000,0
simsek_s002_a010,simsek,2,10,ABL_dominant,0,1.000000,0.000000,1.000000,0,12,2.001436,0.000000,2.001436,1
simsek_s016_a112,simsek,16,112,ABL_dominant,0,1.000000,0.000000,1.000000,0,12,2.001436,0.000000,2.001436,1
simsek_s008_a053,simsek,8,53,unknown,0,0.000000,0.000000,0.000000,0,12,0.000000,0.000000,0.000000,0
simsek_s007_a096,simsek,7,96,ABL_dominant,1,1.000000,0.000000,-0.500000,0,12,2.001436,0.000000,0.501436,0
simsek_s030_a041,simsek,30,41,ABL_dominant,0,1.000000,0.000000,1.000000,0,12,2.001436,0.000000,2.001436,1
spiris_s002_a010,spiris,2,10,ABL_dominant,0,1.000000,0.000000,1.000000,0,12,2.001436,0.000000,2.001436,1
spiris_s016_a112,spiris,16,112,ABL_dominant,0,1.000000,0.000000,1.000000,0,12,2.001436,0.000000,2.001436,1
spiris_s008_a053,spiris,8,53,unknown,0,0.000000,0.000000,0.000000,0,12,0.000000,0.000000,0.000000,0
spiris_s007_a096,spiris,7,96,ABL_dominant,1,1.000000,0.000000,-0.500000,0,12,2.001436,0.000000,0.501436,0
spiris_s030_a041,spiris,30,41,ABL_dominant,0,1.000000,0.000000,1.000000,0,12,2.001436,0.000000,2.001436,1
syildirim_s002_a010,syildirim,2,10,unknown,0,0.000000,0.000000,0.000000,0,12,0.000000,0.000000,0.000000,0
syildirim_s016_a112,syildirim,16,112,ABL_dominant,1,1.000000,0.000000,-0.500000,0,12,2.001436,0.000000,0.501436,0
syildirim_s008_a053,syildirim,8,53,ABL_dominant,1,1.000000,0.000000,-0.500000,0,12,2.001436,0.000000,0.501436,0
syildirim_s007_a096,syildirim,7,96,ABL_dominant,1,1.000000,0.000000,-0.500000,0,12,2.001436,0.000000,0.501436,0
syildirim_s030_a041,syildirim,30,41,ABL_dominant,0,1.000000,0.000000,1.000000,0,12,2.001436,0.000000,2.001436,1
